	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_nagC_ptsP-1	proV_ptsP_wbbK-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_nagC_ptsP-2	proV_ptsP_wbbK-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_nagC_ptsP-3	proV_ptsP_wbbK-3
41.50774	2.7030000000000003	39.344	51.29	45.923	41.777	16.451	28.301	5.428	2.862	39.425	51.577	45.528	46.505	24.779	30.67	7.355	3.525	42.998999999999995	52.141000000000005	42.958	47.875	23.961	29.141	8.64	1.24	23.485	8.104	30.801	33.535	1.251	31.686999999999998	7.997000000000001	33.176	22.956999999999997	1.686	4.649	2.9930000000000003	3.61	7.489
41.67449	3.023	39.782	51.417	46.026	42.105	16.684	28.665	6.001	2.7110000000000003	39.198	51.51	46.438	47.275	25.396	30.142	7.146	3.345	43.265	52.266999999999996	43.675	47.365	24.69	29.449	8.764	1.172	23.877	7.922999999999999	31.219	34.172	1.3519999999999999	31.798000000000002	8.151	33.982	23.881	1.51	4.498	3.011	3.515	7.365
41.84107	3.065	39.024	52.073	46.49	42.376999999999995	17.027	28.971999999999998	5.656000000000001	2.615	39.61	51.943000000000005	46.625	46.738	26.319000000000003	30.726999999999997	7.132999999999999	3.332	42.836000000000006	52.615	44.501999999999995	47.633	24.916	30.424	9.193	1.0759999999999998	24.798000000000002	8.16	32.135999999999996	33.974000000000004	1.1740000000000002	32.326	8.055	33.786	24.97	1.528	4.709	3.14	3.4210000000000003	7.434
42.00777	3.037	39.678000000000004	51.902	46.563	41.777	17.314	29.636999999999997	6.124	2.807	40.372	51.995	46.92	46.42100000000001	26.283	31.533	7.605	3.469	44.028999999999996	53.589	44.239	48.208999999999996	25.298000000000002	30.979	8.779	1.1	26.353	8.522	32.695	33.953	1.3630000000000002	32.077	8.248	33.760999999999996	25.936999999999998	1.436	4.76	3.0210000000000004	3.582	7.656000000000001
42.1744	3.51	40.681	52.236000000000004	46.842	42.055	17.314	29.636999999999997	5.7620000000000005	3.029	39.537	52.747	47.644	47.034	26.283	32.118	7.6610000000000005	3.636	44.419	53.477	44.156000000000006	47.652	25.465	31.954	9.726	1.1840000000000002	27.188000000000002	8.522	32.416	34.064	1.335	32.801	8.638	33.343	26.576999999999998	1.463	4.816	3.188	3.61	7.712000000000001
42.34115	3.0460000000000003	40.788000000000004	52.625	46.95	42.523999999999994	17.660999999999998	30.546	6.132000000000001	3.0660000000000003	40.562	52.607	47.446000000000005	47.086000000000006	26.94	33.167	8.004	3.617	44.028	53.617	45.433	48.931000000000004	25.843000000000004	31.945	9.765	1.109	27.791	8.531	32.436	35.06	1.37	32.486	8.73	33.195	28.293000000000003	1.6369999999999998	5.075	3.168	3.7289999999999996	7.638
42.50774	3.06	40.292	53.2	47.368	42.004	17.8	30.938000000000002	6.597	3.055	39.933	53.042	48.196999999999996	47.031000000000006	27.951	33.109	7.962000000000001	3.912	44.18600000000001	53.908	45.157	48.566	25.965	32.917	9.521	0.961	28.349	8.572000000000001	32.626999999999995	35.632	1.171	33.095	8.634	34.11	28.939	1.858	4.872	3.08	3.807	7.957999999999999
42.67448	3.241	40.327	53.213	47.488	42.372	18.403	31.326999999999998	6.276	3.04	40.94	53.305	48.373999999999995	47.763999999999996	27.781	33.945	8.282	3.702	44.226000000000006	54.256	45.388000000000005	48.521	26.796	33.196	9.621	1.14	29.294	8.698	33.379	36.11	1.4040000000000001	33.458	9.232000000000001	34.084	30.634	1.534	5.106	3.258	3.79	8.195
42.84107	3.4360000000000004	40.16	53.324	47.821999999999996	42.706	19.293	30.993000000000002	6.331	2.957	39.743	53.166000000000004	48.763000000000005	47.763999999999996	28.7	33.472	7.642	3.508	44.476000000000006	54.339	45.972	48.882	26.851999999999997	34.226	10.289000000000001	1.14	31.131	9.115	32.545	36.193000000000005	1.0979999999999999	33.43	9.288	34.473	31.775	1.506	4.9110000000000005	3.341	3.707	8.862
43.00787	3.5239999999999996	40.506	54.033	48.28	42.216	19.3	32.505	6.335	3.072	40.756	53.68	48.915	47.247	28.485	34.594	8.092	3.762	44.071999999999996	55.077	46.068000000000005	49.062	26.831999999999997	33.79	9.988	1.227	31.586	9.009	32.916	37.373000000000005	1.157	33.384	9.543	34.344	32.981	1.537	5.222	3.345	3.822	9.285
43.17441	3.552	40.701	53.839	48.67	43.107	19.3	32.588	6.6129999999999995	3.045	40.617	53.346000000000004	48.776	47.526	29.07	35.067	8.259	3.762	44.963	54.771	46.736000000000004	48.756	27.278000000000002	34.82	10.489	1.172	32.226	9.203	33.473	37.234	1.24	34.525	9.71	34.760999999999996	33.649	1.537	5.194	3.3169999999999997	4.128	9.424
43.3412	3.353	41.011	54.352	49.206	42.858000000000004	20.195999999999998	32.858000000000004	7.051	3.177	40.283	54.083	49.758	47.95	29.837	35.535	8.533999999999999	3.9789999999999996	45.727	55.01	46.826	48.958999999999996	27.905	34.897	11.017999999999999	1.025	31.635	9.395	33.216	38.375	1.175	34.659	9.817	34.365	36.26	1.6369999999999998	5.297999999999999	3.613	3.84	9.811
43.50792	3.4960000000000004	41.146	54.813	49.059	43.19	20.441	33.451	6.975	3.295	41.201	54.681999999999995	50.056000000000004	47.803999999999995	30.016	35.652	8.593	3.929	45.13	55.996	47.07	48.979	28.307	35.933	10.405	1.172	31.808000000000003	9.537	33.389	38.959	1.825	33.718	10.127	34.594	38.352	1.5930000000000002	5.528	3.5669999999999997	3.877	10.175
43.67455	3.911	41.25	54.351000000000006	49.004	43.123000000000005	20.822	33.891999999999996	7.188	3.342	40.516999999999996	54.445	50.365	48.443000000000005	30.308000000000003	36.795	8.73	4.172	45.446999999999996	55.905	47.318999999999996	49.119	29.573	35.71	10.885	1.133	31.945999999999998	9.732000000000001	33.247	40.033	1.391	34.58	10.375	34.619	31.078000000000003	1.656	5.35	3.718	3.946	10.482000000000001
43.84121	4.048	41.662	54.604	49.269	43.318000000000005	20.879	33.803000000000004	7.082000000000001	3.458	40.773	54.528999999999996	50.544	48.181000000000004	30.451999999999998	37.005	8.895	4.12	45.033	55.81399999999999	47.419	49.272	28.855	36.591	10.65	1.056	32.216	10.284	32.961999999999996	40.923	1.515	34.654	10.79	34.167	31.441	1.59	5.301	3.647	3.985	10.475999999999999
44.00784	3.843	41.443999999999996	55.244	50.38399999999999	43.406000000000006	21.088	33.784	6.88	3.3930000000000002	40.583	55.03	50.713	47.989	31.046999999999997	37.541	8.662	4.111000000000001	45.423	56.286	48.423	49.023999999999994	29.616	37.431999999999995	10.667	1.159	33.03	10.524000000000001	33.693000000000005	41.15	1.3969999999999998	35.552	10.975	34.37	32.257	1.5	5.46	3.807	3.977	11.328
44.17457	4.285	41.382	55.355	50.173	43.516999999999996	21.366	34.501	7.025	3.342	40.616	54.501999999999995	50.974	48.201	31.938000000000002	37.499	9.076	4.1419999999999995	45.62	56.416000000000004	48.27	49.426	29.871	37.501	11.432	1.11	33.491	10.129	33.658	41.508	1.381	35.124	11.165	34.586	32.672	1.545	5.632000000000001	3.7910000000000004	4.1	10.488
44.3413	4.343999999999999	41.61	55.383	50.217	43.321999999999996	21.894000000000002	34.034	7.38	3.449	41.083999999999996	55.196999999999996	51.631	48.434	32.159	37.513000000000005	9.135	4.083	45.339	56.786	48.979	49.58	30.145	37.849000000000004	11.334000000000001	1.0759999999999998	34.031	10.329	34.305	43.402	1.3969999999999998	35.162	11.114	35.121	32.118	1.945	5.71	3.807	4.061	10.466
44.50802	4.453	41.788000000000004	55.772	50.501000000000005	43.836000000000006	22.296	34.836999999999996	7.522	3.59	41.433	55.419	51.83	48.803000000000004	32.521	37.978	9.272	4.168	46.369	56.67	48.818999999999996	49.196999999999996	30.73	37.981	11.55	1.19	34.469	10.882	34.245	45.607	1.625	35.268	11.917	35.228	33.145	1.6480000000000001	5.685	3.8960000000000004	4.093999999999999	10.769
44.67472	4.45	41.543	55.341	51.093999999999994	43.478	22.638	34.358000000000004	7.32	3.445	41.156000000000006	55.405	51.618	48.088	33.179	37.864000000000004	9.436	4.107	45.409	56.938	48.911	49.4	30.914	38.645	12.024000000000001	1.3219999999999998	34.132	11.241	34.045	48.034	1.393	34.819	11.748	34.805	33.832	1.7469999999999999	6.0120000000000005	4.053999999999999	4.196000000000001	10.794
44.84128	4.38	41.312	56.078	50.943000000000005	43.943000000000005	23.061	34.162	7.308	3.432	40.955	55.975	52.606	48.57899999999999	33.428000000000004	38.277	9.866	4.4830000000000005	45.535	57.339	49.845	49.945	31.193	38.335	12.255999999999998	1.143	34.601	11.059000000000001	34.181999999999995	35.628	1.41	34.927	12.15	35.025999999999996	34.080999999999996	1.821	5.86	4.043	4.213	11.362
45.00801	4.622	41.722	55.88399999999999	51.58	43.99	23.424	34.09	7.4910000000000005	3.783	41.668	56.226000000000006	52.159	48.461999999999996	34.05	38.153	9.524	4.5280000000000005	46.285	57.37	49.675	50.248000000000005	31.674	39.323	12.335999999999999	1.298	34.643	11.692	34.194	36.644	1.73	35.885999999999996	12.115	35.566	35.510999999999996	1.75	6.099	4.28	4.283	11.884
45.17466	4.961	41.756	56.498000000000005	51.07	43.992	23.429000000000002	35.099000000000004	7.625	3.947	41.833	56.313	53.321999999999996	48.836000000000006	34.5	38.335	9.947000000000001	4.498	45.196999999999996	57.827	50.946000000000005	50.348	32.26	39.342	12.184000000000001	1.376	35.16	11.645	34.482	35.521	1.4680000000000002	35.591	12.512	34.85	37.583	1.65	6.401	4.325	4.357	12.368
45.34131	5.15	41.805	56.32899999999999	51.357	44.351000000000006	24.064	35.091	7.4910000000000005	3.8939999999999997	41.863	56.615	53.522	49.018	34.94	39.236999999999995	9.83	4.361000000000001	45.618	57.70399999999999	50.62	49.913999999999994	32.286	38.711	12.419	1.2429999999999999	35.394	12.109000000000002	34.806	35.421	1.146	36.247	13.005	35.649	40.6	1.6669999999999998	6.211	4.447	4.228	11.495
45.50809	5.092	42.089	56.538000000000004	52.342	44.243	24.714000000000002	35.056999999999995	8.292	3.7489999999999997	41.92	56.631	54.035	49.026	34.878	39.068000000000005	10.607000000000001	4.439	45.937	57.946000000000005	50.519	50.146	32.584	39.211	12.616	1.347	35.615	12.025	34.272	35.808	1.359	35.464	13.142999999999999	35.922	41.964	1.544	6.537999999999999	4.382	4.302	11.075999999999999
45.67456	4.882	42.748000000000005	56.858000000000004	52.07899999999999	44.458999999999996	25.748	34.193000000000005	7.667000000000001	3.792	41.802	56.588	53.911	49.321999999999996	35.821999999999996	38.591	10.312999999999999	4.927	45.478	58.262	51.398	49.63399999999999	32.889	39.568000000000005	12.793	1.307	35.471	12.203	35.132	36.36	1.32	35.823	13.044	35.753	35.781	1.757	6.358	4.482	4.291	11.311
45.84127	5.556	42.31	56.75	52.463	44.711999999999996	26.595	34.617	7.885	4.04	42.413999999999994	57.011	54.716	49.196000000000005	36.667	38.106	10.654000000000002	4.507	45.641999999999996	58.276	51.81	50.178999999999995	33.59	39.643	12.81	1.189	35.628	12.604000000000001	34.279	36.463	1.475	36.56	13.583	34.926	35.15	1.824	6.5489999999999995	4.527	4.336	11.319
46.00808	5.178999999999999	42.385	57.263999999999996	52.701	43.952	27.129	34.058	8.29	4.277	42.407	56.967	54.257	49.548	36.497	38.353	10.639000000000001	4.717	45.824	58.398	52.02	50.251000000000005	33.756	39.694	12.931	1.177	35.986	12.727	35.336	37.824	1.464	36.027	14.152000000000001	35.649	34.702	1.5630000000000002	6.787000000000001	4.6	4.492	11.637
46.17475	5.115	42.266999999999996	57.126999999999995	53.118	44.193999999999996	26.771	34.933	8.419	4.128	42.593	57.108999999999995	54.758	49.488	36.872	38.228	11.218	4.484	46.409	58.347	52.521	50.722	34.381	39.375	13.15	1.2770000000000001	35.889	12.833	35.851	37.255	1.311	36.068000000000005	14.704	35.354	35.941	1.659	6.832999999999999	4.531000000000001	4.4239999999999995	12.300999999999998
46.3413	5.169	42.133	57.086000000000006	53.074	44.756	27.035	34.983000000000004	7.994	4.3180000000000005	41.897	57.376000000000005	54.827	49.747	37.649	38.225	10.546	4.757	46.06	58.617	52.756	51.207	34.150999999999996	40.071999999999996	13.767000000000001	1.242	36.614000000000004	13.28	34.898	37.673	1.469	36.036	14.620999999999999	35.265	34.875	1.8430000000000002	6.827000000000001	4.718	4.359	12.244000000000002
46.50806	5.6770000000000005	42.31100000000001	57.401	53.148999999999994	44.856	27.498	34.834	8.402999999999999	4.25	42.839	57.494	54.675	49.806000000000004	38.135	38.762	11.052999999999999	4.801	45.77	58.891999999999996	52.44	50.173	35.117	40.324	13.59	1.403	36.784	13.110999999999999	34.94	37.729	1.4980000000000002	36.884	14.814	35.533	35.227	2.017	6.761	4.716	4.636	12.969000000000001
46.67476	5.501	42.227	57.81	53.523	44.573	27.572	35.76	8.498	4.486000000000001	42.107	57.262	55.07899999999999	49.475	38.173	38.385	11.352	4.925	46.423	58.861000000000004	52.897	50.43	35.152	40.145	14.148	1.3559999999999999	36.464	13.776	35.115	38.275999999999996	1.475	36.978	15.173	36.376	35.429	1.796	6.968	4.862	4.587	13.885
46.84145	5.787999999999999	42.396	57.464	53.81399999999999	44.6	27.825	34.909	8.641	4.434	41.937	57.028	55.958	49.313	38.33	38.347	11.333	5.013	46.157	59.08	53.273	50.885	36.116	40.39	14.304	1.162	37.546	13.649000000000001	36.109	39.667	1.501	36.522	15.633	36.001	36.336999999999996	1.679	7.111000000000001	5.029	4.558	14.792
47.00801	5.881	42.762	57.565	53.63	44.879	27.967	35.342	8.644	4.605	42.409	57.996	55.805	50.18600000000001	37.955	38.506	11.875	4.738	45.751000000000005	58.963	53.426	51.06100000000001	36.271	40.076	14.181	1.247	37.513000000000005	14.557	35.007	41.203	1.4980000000000002	36.875	15.925999999999998	35.681	36.968	2.009	7.282	5.084	4.753	15.253
47.17484	6.002999999999999	42.505	58.339	54.303999999999995	45.382	29.217	35.844	8.415	4.737	42.498000000000005	58.126000000000005	56.306000000000004	50.144	38.591	38.189	11.686	4.898	47.232	59.641999999999996	53.79	50.458	36.49	40.145	13.925	1.273	37.635999999999996	14.360999999999999	35.032	43.49100000000001	1.6980000000000002	37.313	16.177	35.958	37.604	1.74	7.581	5.029	4.615	14.415
47.34147	6.117000000000001	42.556999999999995	57.717	54.903	45.095	29.34	35.927	8.743	4.871	42.233999999999995	58.175	55.931000000000004	50.538999999999994	38.539	38.753	11.914000000000001	4.948	48.505	59.951	53.915	51.021	36.548	40.546	15.867	1.067	38.01	15.014000000000001	36.514	46.338	1.571	37.150999999999996	16.495	35.79	37.775999999999996	1.859	7.436	5.24	4.574	14.005
47.50813	6.065	43.023	58.168	55.099	44.915	29.839000000000002	36.184	8.741	4.731	42.556000000000004	58.515	56.855	50.393	38.938	38.37	11.639000000000001	4.919	47.416000000000004	59.456	54.111000000000004	50.876999999999995	37.17	41.033	15.292	1.455	38.33	14.827	35.71	45.633	1.761	37.382	16.448	35.963	37.336	1.879	7.631	5.348	4.765	14.544
47.67483	6.187	42.488	58.169	54.818999999999996	45.191	29.941	35.561	9.058	4.74	42.747	58.293	57.163999999999994	50.475	38.986999999999995	38.671	11.985999999999999	5.096	47.78	59.515	54.278999999999996	51.239	37.051	41.027	15.220999999999998	1.295	38.66	15.343	36.486	38.882	1.376	37.795	17.384	36.236	38.56	1.8019999999999998	7.864	5.523	4.828	14.527999999999999
47.84153	6.553999999999999	42.611000000000004	57.867	55.056999999999995	44.983000000000004	30.311999999999998	35.717	9.214	4.979	43.661	57.821999999999996	56.446000000000005	50.224	38.884	38.985	12.183	4.916	47.986000000000004	60.038999999999994	55.158	51.096000000000004	37.118	40.692	15.485999999999999	1.485	38.574	15.585999999999999	35.659	38.991	1.462	37.021	17.429000000000002	36.082	36.613	1.725	7.907	5.631	4.77	14.940999999999999
48.00815	6.837999999999999	43.663000000000004	58.206	55.251999999999995	45.501999999999995	30.701	35.135	9.437000000000001	4.867	43.508	58.692	57.45399999999999	50.608999999999995	39.311	38.827	12.719000000000001	5.055	47.652	59.852	54.74	51.036	37.348	40.842	15.917	1.258	38.754	16.098	36.391999999999996	38.891	1.4280000000000002	37.95	17.998	36.479	37.039	1.828	7.934	5.571000000000001	4.877	15.9
48.17483	7.207000000000001	43.424	58.388000000000005	55.68600000000001	45.626000000000005	32.303000000000004	35.676	9.246	5.178999999999999	43.101000000000006	58.958	57.32899999999999	50.902	39.21	38.753	12.472999999999999	5.115	47.722	60.063	55.089	51.385	37.61	41.413000000000004	15.252	1.514	39.016999999999996	16.132	35.368	38.455999999999996	1.739	38.157	18.227999999999998	37.132	37.021	1.915	7.995	5.771	4.993	15.738
48.34159	7.04	42.908	58.856	55.545	45.673	33.522	36.161	9.368	5.2989999999999995	43.067	58.67100000000001	57.743	50.185	39.215	39.148	11.970999999999998	5.321000000000001	47.998999999999995	59.992	55.478	51.391000000000005	37.868	41.467	15.605	1.305	38.818000000000005	16.570999999999998	35.544000000000004	39.263000000000005	1.4509999999999998	38.272	18.582	36.442	37.196	1.911	8.367	5.982	4.842	16.317999999999998
48.50815	7.581	43.442	58.818999999999996	55.588	45.841	30.906	36.092	9.344	5.165	43.652	58.662	57.928000000000004	50.527	39.625	39.922	12.595999999999998	5.381	47.708	60.687	55.661	51.345	38.053000000000004	41.798	16.434	1.501	39.625	16.7	36.036	39.176	1.588	38.124	19.27	36.458	38.582	1.85	8.316	5.9270000000000005	5.037	15.802999999999999
48.67487	7.559	43.113	58.481	55.782	45.708999999999996	31.373	36.330999999999996	9.326	5.313	44.191	58.855	57.95399999999999	51.173	39.443000000000005	39.431999999999995	13.02	5.251	47.623000000000005	60.708999999999996	56.107	51.71	37.481	42.17100000000001	16.852999999999998	1.2329999999999999	39.188	16.898	35.826	39.465	1.546	37.83	18.936	36.166	37.283	2.088	8.465	6.077999999999999	5.58	16.03
48.84148	7.57	43.007	58.876999999999995	56.713	46.053000000000004	31.366999999999997	36.086999999999996	9.767000000000001	5.502999999999999	43.34	58.858000000000004	58.657	50.751999999999995	39.638000000000005	39.709	13.057	5.386	47.44	60.785	56.449	51.983000000000004	37.679	42.106	17.349	1.18	39.93	17.509	36.304	39.9	1.4980000000000002	39.027	19.741	36.34	37.148	1.9340000000000002	8.682	6.108	5.082	16.087
49.00819	7.587000000000001	43.518	58.698	55.976000000000006	45.755	32.23	36.145	9.613999999999999	5.545	43.375	58.707	58.255	51.125	39.81	39.797	12.991	5.483	47.761	60.971000000000004	56.158	52.413000000000004	37.71	42.168	17.787	1.359	39.881	17.529	35.138000000000005	41.049	1.5090000000000001	38.809	19.706	36.482	37.959	1.943	8.501	6.232	5.01	16.775
49.1748	8.21	42.952	58.653999999999996	56.629	45.775	33.01	36.672	9.6	5.531000000000001	43.98	59.108999999999995	58.99100000000001	51.309	40.39	39.319	13.057	5.525	47.38399999999999	60.924	56.505	52.038999999999994	38.041	42.718	17.432000000000002	1.236	40.097	18.15	36.025999999999996	40.791	1.443	38.665	20.159000000000002	37.175	37.733000000000004	2.045	8.988	6.609	5.527	17.006
49.34155	7.754	43.211999999999996	59.31100000000001	57.341	46.173	33.985	37.148	10.06	5.545	43.821000000000005	58.986000000000004	59.369	50.958	39.586999999999996	40.549	14.161	5.706	47.482	60.998999999999995	56.715	52.19	38.295	42.028999999999996	18.038	1.359	40.048	18.504	36.056999999999995	41.997	1.676	38.559	20.347	36.12	38.906	1.8880000000000001	8.863	6.65	5.01	17.36
49.50826	8.216000000000001	43.187	59.336999999999996	57.674	46.093	34.161	37.211	9.967	5.898	43.68600000000001	59.652	59.284	50.765	39.788000000000004	39.553000000000004	14.288	5.474	47.148	60.857	56.603	51.69	38.357	42.73	17.69	1.268	40.805	18.574	35.869	41.778	1.6130000000000002	39.512	21.335	35.931999999999995	38.829	2.104	9.076	6.725	5.141	17.625
49.67491	8.478	43.128	59.172	57.369	46.173	34.069	36.563	9.865	6.2139999999999995	43.736999999999995	59.403999999999996	59.035	51.098	39.754	40.104	14.3	5.872999999999999	47.398999999999994	60.803999999999995	56.743	51.93899999999999	38.128	42.753	18.122	1.192	40.912	19.201	35.611	40.214	1.676	40.202	21.127	36.482	39.241	2.278	9.337	6.65	5.149	18.028
49.84158	8.568999999999999	43.426	59.538999999999994	57.12	45.912	35.437	37.238	10.702	6.159	44.394	59.744	59.653	51.427	40.32	40.448	13.722000000000001	5.818	47.316	60.619	57.416000000000004	52.075	38.777	42.739	17.941	1.524	41.317	19.633	35.952	39.698	1.615	39.544000000000004	22.006	36.683	38.748000000000005	2.075	9.199	6.898	5.172999999999999	18.236
50.00821	9.043	43.258	59.567	57.623000000000005	46.246	34.823	37.685	10.367	6.02	44.31100000000001	59.577	59.235	51.538999999999994	40.431999999999995	39.723	14.029000000000002	5.846	48.013000000000005	61.483000000000004	57.667	52.187	38.359	42.821999999999996	18.945999999999998	1.301	41.15	20.051	36.315	40.451	1.6980000000000002	39.628	22.815	35.874	38.999	2.075	9.283	7.149	5.172999999999999	18.403
50.17494	9.006	43.526	59.74100000000001	58.158	46.288000000000004	35.935	37.741	10.154	6.226	43.903999999999996	59.64	59.856	51.813	41.078	40.733000000000004	14.552	5.688	47.763999999999996	60.93899999999999	57.393	52.54600000000001	38.361	43.055	18.669	1.4169999999999998	41.663999999999994	20.471	36.119	40.601	1.979	39.382	22.874000000000002	36.542	39.839	2.073	9.238	7.24	5.121	19.1
50.34163	9.144	44.523999999999994	59.751000000000005	57.387	46.674	36.025	37.465	10.437000000000001	6.341	44.373999999999995	59.705	59.696999999999996	51.57899999999999	40.381	40.37	15.135	6.028	47.693000000000005	61.446999999999996	57.878	52.479	38.726	43.025	18.995	1.3130000000000002	42.162	20.77	36.262	41.156000000000006	1.6540000000000001	40.052	23.171999999999997	36.63	39.868	2.085	9.632	7.329	5.185	19.177
50.50834	9.187999999999999	43.466	59.637	57.888000000000005	46.593	36.312	37.528	10.79	6.332000000000001	44.155	60.122	60.505	51.747	40.61	39.483000000000004	14.649000000000001	5.99	47.608999999999995	61.61	58.044	52.591	38.649	43.056999999999995	20.152	1.2770000000000001	42.082	21.006999999999998	36.242	40.435	1.646	40.364000000000004	23.798000000000002	36.219	39.846	2.0780000000000003	9.455	7.46	5.261	19.47
50.67504	9.457	43.42	59.876999999999995	57.931999999999995	46.68600000000001	37.319	38.089	10.442	6.374	44.07899999999999	59.468999999999994	60.578	51.676	41.117	40.939	15.058	5.949	47.651	61.797	58.06100000000001	52.548	39.435	43.427	19.784000000000002	1.485	42.202	21.699	36.692	41.531000000000006	1.629	40.259	23.403000000000002	36.585	39.209	2.199	9.777000000000001	7.557	5.662999999999999	19.686
50.84166	9.573	43.426	59.65	57.985	46.637	37.556999999999995	37.516999999999996	10.73	6.522	44.813	59.855	60.183	51.706	41.018	40.504	14.642999999999999	6.013	47.26	61.511	58.615	52.745	39.726	43.575	19.922	1.4680000000000002	41.875	21.557	36.315	41.288000000000004	1.726	40.576	23.568	36.46	40.31	2.27	9.868	7.651	5.396	19.77
51.00839	9.83	43.522	59.972	58.167	47.151	38.46	38.56	10.456	6.778	44.992	60.345	60.449	51.915	41.028999999999996	40.794000000000004	15.82	5.906000000000001	47.692	61.693999999999996	58.574	52.758	39.235	43.251999999999995	20.264	1.444	42.166000000000004	22.261999999999997	36.158	41.132	1.618	40.588	25.054000000000002	37.028	40.404	2.301	10.18	7.739	5.343999999999999	20.279
51.17502	10.01	44.047	59.896	58.761	47.343	38.108000000000004	38.986999999999995	10.950999999999999	6.4639999999999995	45.715	60.434	60.762	51.738	41.202	40.438	15.414000000000001	6.068	48.68	62.42	59.111000000000004	53.248999999999995	39.159	43.867	20.016	1.359	42.806000000000004	22.738000000000003	36.558	40.882	1.788	41.038000000000004	24.915	36.621	40.856	2.166	10.089	7.792000000000001	5.4	20.73
51.3417	10.224	43.667	59.94	58.638000000000005	46.99	38.669000000000004	37.988	10.799000000000001	6.841	45.222	60.145	60.64	51.917	41.152	41.111999999999995	15.684000000000001	5.999	48.751000000000005	61.854	58.849	52.788000000000004	39.219	43.791000000000004	20.986	1.4280000000000002	42.87	23.096	36.172	41.531000000000006	1.604	40.793	25.914	36.652	41.028999999999996	2.065	10.076	7.972	5.579	20.78
51.50829	10.363	44.001999999999995	60.218999999999994	58.443000000000005	46.823	39.254	38.183	10.715	7.037000000000001	45.751999999999995	60.229	61.586999999999996	51.583	41.765	41.001000000000005	15.767000000000001	6.166	48.333	62.049	58.681999999999995	53.15	39.777	44.46	20.596	1.4280000000000002	43.177	23.43	36.59	41.28	1.715	40.738	25.524	36.010999999999996	40.472	2.065	10.187999999999999	8.056000000000001	5.662999999999999	21.561
51.67501																																							
51.84171																																							
52.00844																																							
52.17518																																							
52.34176																																							
52.50844																																							
52.67512																																							
52.84187																																							
53.00847																																							
53.17513																																							
53.34188																																							
53.50853																																							
53.67523																																							
53.84188																																							
54.00861																																							
54.17526																																							
54.34183																																							
54.50854																																							
54.67534																																							
54.84196																																							
55.0086																																							
55.17533																																							
55.34208																																							
55.50866																																							
55.67527																																							
55.842																																							
56.00875																																							
56.17545																																							
56.34204																																							
56.50866																																							
56.67533																																							
56.84206																																							
57.00879																																							
57.17544																																							
57.34208																																							
57.5088																																							
57.67544																																							
57.84217																																							
58.00874																																							
58.17546																																							
58.34214																																							
58.50881																																							
58.67551																																							
58.84218																																							
59.0089																																							
59.1755																																							
59.34227																																							
59.50892																																							
59.67558																																							
59.84231																																							
60.00896																																							
60.1757																																							
60.34225																																							
60.50901																																							
60.67569																																							
60.84238																																							
61.00907																																							
61.17572																																							
61.34234																																							
61.50906																																							
61.67575																																							
61.84241																																							
62.00919																																							
62.17573																																							
62.3424																																							
62.50922																																							
62.67581																																							
62.84258																																							
63.00919																																							
63.17582																																							
63.3425																																							
63.50913																																							
63.67587																																							
63.8426																																							
64.00928																																							
64.17593																																							
64.34257																																							
64.50927																																							
64.6759																																							
64.84264																																							
65.00925																																							
65.17599																																							
65.34262																																							
65.50922																																							
65.67592																																							
65.84264																																							
66.00938																																							
66.17605																																							
66.34272																																							
66.50938																																							
66.67611																																							
66.84291																																							
67.00949																																							
67.17617																																							
67.34277																																							
67.50938																																							
67.67612																																							
67.84283																																							
68.00948																																							
68.17616																																							
68.34288																																							
68.50945																																							
68.67618																																							
68.84288																																							
69.0097																																							
69.17626																																							
69.34295																																							
69.50958																																							
69.67621																																							
69.84301																																							
70.00964																																							
70.1764																																							
70.34299																																							
70.50969																																							
70.67638																																							
70.84303																																							
71.00973																																							
71.17645																																							
71.34306																																							
71.50975																																							
71.67635																																							
71.84312																																							
72.00971																																							
72.17642																																							
72.34319																																							
72.5099																																							
72.67644																																							
72.84315																																							
73.00991																																							
