Experiment	Tray	Well	Strain	Medium_addition
12propanediol_042215	7	D4	12PD3-7_3	butanol
12propanediol_042215	7	B2	12PD1-4_2	butanol
12propanediol_042215	7	A5	M9 blank	butanol
12propanediol_042215	7	F4	12PD3-8_2	butanol
12propanediol_042215	7	D9	12PD7-5_2	butanol
12propanediol_042215	7	F9	12PD7-6_1	butanol
12propanediol_042215	7	E2	12PD1-10_2	butanol
12propanediol_042215	7	H11	M9 blank	butanol
12propanediol_042215	7	H1	12PD1-2_3	butanol
12propanediol_042215	8	H9	12PD7-6_3	butanol
12propanediol_042215	8	G6	12PD5-1_2	butanol
12propanediol_042215	8	F12	M9 blank	butanol
12propanediol_042215	8	G12	M9 blank	butanol
12propanediol_042215	8	H6	12PD5-1_3	butanol
12propanediol_042215	8	E3	12PD2-8_3	butanol
12propanediol_042215	8	G7	12PD5-9_3	butanol
12propanediol_042215	8	D3	12PD2-8_2	butanol
12propanediol_042215	8	A2	12PD1-4_1	butanol
12propanediol_042215	8	E1	MG1655_5	butanol
12propanediol_042215	8	A4	M9 blank	butanol
12propanediol_042215	8	A6	M9 blank	butanol
12propanediol_042215	8	G2	12PD2-5_1	butanol
12propanediol_042215	8	D7	12PD5-3_3	butanol
12propanediol_042215	8	C5	12PD3-10_3	butanol
12propanediol_042215	8	D2	12PD1-10_1	butanol
12propanediol_042215	8	D10	12PD7-7_3	butanol
12propanediol_042215	8	G4	12PD3-8_3	butanol
12propanediol_042215	8	H4	12PD3-10_1	butanol
12propanediol_042215	8	E9	12PD7-5_3	butanol
12propanediol_042215	8	H10	12PD8-7_1	butanol
12propanediol_042215	8	E6	12PD4-9_3	butanol
12propanediol_042215	8	C8	12PD6-3_3	butanol
12propanediol_042215	8	G1	12PD1-2_2	butanol
12propanediol_042215	8	D1	MG1655_4	butanol
12propanediol_042215	8	E8	12PD6-6_2	butanol
12propanediol_042215	8	C2	12PD1-4_3	butanol
12propanediol_042215	8	A1	MG1655_1	butanol
12propanediol_042215	8	B10	12PD7-7_1	butanol
12propanediol_042215	8	H7	12PD6-3_1	butanol
12propanediol_042215	8	F10	12PD8-6_2	butanol
12propanediol_042215	8	B6	12PD4-8_3	butanol
12propanediol_042215	8	B5	12PD3-10_2	butanol
12propanediol_042215	8	F1	12PD1-2_1	butanol
12propanediol_042215	8	A7	M9 blank	butanol
12propanediol_042215	8	G10	12PD8-6_3	butanol
12propanediol_042215	8	E7	12PD5-9_1	butanol
12propanediol_042215	8	C11	12PD8-7_3	butanol
12propanediol_042215	8	C7	12PD5-3_2	butanol
12propanediol_042215	8	H8	12PD6-9_2	butanol
12propanediol_042215	8	A10	M9 blank	butanol
12propanediol_042215	8	C9	12PD7-5_1	butanol
12propanediol_042215	8	H3	12PD2-9_3	butanol
12propanediol_042215	8	B11	12PD8-7_2	butanol
12propanediol_042215	8	D11	12PD8-10_1	butanol
12propanediol_042215	8	A11	M9 blank	butanol
12propanediol_042215	8	G5	12PD4-8_1	butanol
12propanediol_042215	8	A9	M9 blank	butanol
12propanediol_042215	8	E11	12PD8-10_2	butanol
12propanediol_042215	8	C6	12PD4-9_1	butanol
12propanediol_042215	8	E10	12PD8-6_1	butanol
12propanediol_042215	8	A12	M9 blank	butanol
12propanediol_042215	8	D8	12PD6-6_1	butanol
12propanediol_042215	8	F11	12PD8-10_3	butanol
12propanediol_042215	8	B3	12PD2-5_3	butanol
12propanediol_042215	8	G11	M9 blank	butanol
12propanediol_042215	8	C10	12PD7-7_2	butanol
12propanediol_042215	8	G3	12PD2-9_2	butanol
12propanediol_042215	8	F6	12PD5-1_1	butanol
12propanediol_042215	8	G9	12PD7-6_2	butanol
12propanediol_042215	8	C3	12PD2-8_1	butanol
12propanediol_042215	8	H12	M9 blank	butanol
12propanediol_042215	8	C4	12PD3-7_2	butanol
12propanediol_042215	8	B7	12PD5-3_1	butanol
12propanediol_042215	8	D6	12PD4-9_2	butanol
12propanediol_042215	8	C12	M9 blank	butanol
12propanediol_042215	8	F5	12PD4-6_3	butanol
12propanediol_042215	8	F2	12PD1-10_3	butanol
12propanediol_042215	8	F7	12PD5-9_2	butanol
12propanediol_042215	8	B9	12PD6-9_3	butanol
12propanediol_042215	8	E12	M9 blank	butanol
12propanediol_042215	8	B12	M9 blank	butanol
12propanediol_042215	8	B1	MG1655_2	butanol
12propanediol_042215	8	G8	12PD6-9_1	butanol
12propanediol_042215	8	H2	12PD2-5_2	butanol
12propanediol_042215	8	B8	12PD6-3_2	butanol
12propanediol_042215	8	B4	12PD3-7_1	butanol
12propanediol_042215	8	H5	12PD4-8_2	butanol
12propanediol_042215	8	D5	12PD4-6_1	butanol
12propanediol_042215	8	A8	M9 blank	butanol
12propanediol_042215	8	A3	M9 blank	butanol
12propanediol_042215	8	E5	12PD4-6_2	butanol
12propanediol_042215	8	C1	MG1655_3	butanol
12propanediol_042215	8	D12	M9 blank	butanol
12propanediol_042215	8	E4	12PD3-8_1	butanol
12propanediol_042215	8	F3	12PD2-9_1	butanol
12propanediol_042215	8	F8	12PD6-6_3	butanol
12propanediol_042215	8	D4	12PD3-7_3	butanol
12propanediol_042215	8	B2	12PD1-4_2	butanol
12propanediol_042215	8	A5	M9 blank	butanol
12propanediol_042215	8	F4	12PD3-8_2	butanol
12propanediol_042215	8	D9	12PD7-5_2	butanol
12propanediol_042215	8	F9	12PD7-6_1	butanol
12propanediol_042215	8	E2	12PD1-10_2	butanol
12propanediol_042215	8	H11	M9 blank	butanol
12propanediol_042215	8	H1	12PD1-2_3	butanol
12propanediol_042215	9	H9	12PD7-6_3	butanol
12propanediol_042215	9	G6	12PD5-1_2	butanol
12propanediol_042215	9	F12	M9 blank	butanol
12propanediol_042215	9	G12	M9 blank	butanol
12propanediol_042215	9	H6	12PD5-1_3	butanol
12propanediol_042215	9	E3	12PD2-8_3	butanol
12propanediol_042215	9	G7	12PD5-9_3	butanol
12propanediol_042215	9	D3	12PD2-8_2	butanol
12propanediol_042215	9	A2	12PD1-4_1	butanol
12propanediol_042215	9	E1	MG1655_5	butanol
12propanediol_042215	9	A4	M9 blank	butanol
12propanediol_042215	9	A6	M9 blank	butanol
12propanediol_042215	9	G2	12PD2-5_1	butanol
12propanediol_042215	9	D7	12PD5-3_3	butanol
12propanediol_042215	9	C5	12PD3-10_3	butanol
12propanediol_042215	9	D2	12PD1-10_1	butanol
12propanediol_042215	9	D10	12PD7-7_3	butanol
12propanediol_042215	9	G4	12PD3-8_3	butanol
12propanediol_042215	9	H4	12PD3-10_1	butanol
12propanediol_042215	9	E9	12PD7-5_3	butanol
12propanediol_042215	9	H10	12PD8-7_1	butanol
12propanediol_042215	9	E6	12PD4-9_3	butanol
12propanediol_042215	9	C8	12PD6-3_3	butanol
12propanediol_042215	9	G1	12PD1-2_2	butanol
12propanediol_042215	9	D1	MG1655_4	butanol
12propanediol_042215	9	E8	12PD6-6_2	butanol
12propanediol_042215	9	C2	12PD1-4_3	butanol
12propanediol_042215	9	A1	MG1655_1	butanol
12propanediol_042215	9	B10	12PD7-7_1	butanol
12propanediol_042215	9	H7	12PD6-3_1	butanol
12propanediol_042215	9	F10	12PD8-6_2	butanol
12propanediol_042215	9	B6	12PD4-8_3	butanol
12propanediol_042215	9	B5	12PD3-10_2	butanol
12propanediol_042215	9	F1	12PD1-2_1	butanol
12propanediol_042215	9	A7	M9 blank	butanol
12propanediol_042215	9	G10	12PD8-6_3	butanol
12propanediol_042215	9	E7	12PD5-9_1	butanol
12propanediol_042215	9	C11	12PD8-7_3	butanol
12propanediol_042215	9	C7	12PD5-3_2	butanol
12propanediol_042215	9	H8	12PD6-9_2	butanol
12propanediol_042215	9	A10	M9 blank	butanol
12propanediol_042215	9	C9	12PD7-5_1	butanol
12propanediol_042215	9	H3	12PD2-9_3	butanol
12propanediol_042215	9	B11	12PD8-7_2	butanol
12propanediol_042215	9	D11	12PD8-10_1	butanol
12propanediol_042215	9	A11	M9 blank	butanol
12propanediol_042215	9	G5	12PD4-8_1	butanol
12propanediol_042215	9	A9	M9 blank	butanol
12propanediol_042215	9	E11	12PD8-10_2	butanol
12propanediol_042215	9	C6	12PD4-9_1	butanol
12propanediol_042215	9	E10	12PD8-6_1	butanol
12propanediol_042215	9	A12	M9 blank	butanol
12propanediol_042215	9	D8	12PD6-6_1	butanol
12propanediol_042215	9	F11	12PD8-10_3	butanol
12propanediol_042215	9	B3	12PD2-5_3	butanol
12propanediol_042215	9	G11	M9 blank	butanol
12propanediol_042215	9	C10	12PD7-7_2	butanol
12propanediol_042215	9	G3	12PD2-9_2	butanol
12propanediol_042215	9	F6	12PD5-1_1	butanol
12propanediol_042215	9	G9	12PD7-6_2	butanol
12propanediol_042215	9	C3	12PD2-8_1	butanol
12propanediol_042215	9	H12	M9 blank	butanol
12propanediol_042215	9	C4	12PD3-7_2	butanol
12propanediol_042215	9	B7	12PD5-3_1	butanol
12propanediol_042215	9	D6	12PD4-9_2	butanol
12propanediol_042215	9	C12	M9 blank	butanol
12propanediol_042215	9	F5	12PD4-6_3	butanol
12propanediol_042215	9	F2	12PD1-10_3	butanol
12propanediol_042215	9	F7	12PD5-9_2	butanol
12propanediol_042215	9	B9	12PD6-9_3	butanol
12propanediol_042215	9	E12	M9 blank	butanol
12propanediol_042215	9	B12	M9 blank	butanol
12propanediol_042215	9	B1	MG1655_2	butanol
12propanediol_042215	9	G8	12PD6-9_1	butanol
12propanediol_042215	9	H2	12PD2-5_2	butanol
12propanediol_042215	9	B8	12PD6-3_2	butanol
12propanediol_042215	9	B4	12PD3-7_1	butanol
12propanediol_042215	9	H5	12PD4-8_2	butanol
12propanediol_042215	9	D5	12PD4-6_1	butanol
12propanediol_042215	9	A8	M9 blank	butanol
12propanediol_042215	9	A3	M9 blank	butanol
12propanediol_042215	9	E5	12PD4-6_2	butanol
12propanediol_042215	9	C1	MG1655_3	butanol
12propanediol_042215	9	D12	M9 blank	butanol
12propanediol_042215	9	E4	12PD3-8_1	butanol
12propanediol_042215	9	F3	12PD2-9_1	butanol
12propanediol_042215	9	F8	12PD6-6_3	butanol
12propanediol_042215	9	D4	12PD3-7_3	butanol
12propanediol_042215	9	B2	12PD1-4_2	butanol
12propanediol_042215	9	A5	M9 blank	butanol
12propanediol_042215	9	F4	12PD3-8_2	butanol
12propanediol_042215	9	D9	12PD7-5_2	butanol
12propanediol_042215	9	F9	12PD7-6_1	butanol
12propanediol_042215	9	E2	12PD1-10_2	butanol
12propanediol_042215	9	H11	M9 blank	butanol
12propanediol_042215	9	H1	12PD1-2_3	butanol
12propanediol_042215	10	H9	12PD7-6_3	butanol
12propanediol_042215	10	G6	12PD5-1_2	butanol
12propanediol_042215	10	F12	M9 blank	butanol
12propanediol_042215	10	G12	M9 blank	butanol
12propanediol_042215	10	H6	12PD5-1_3	butanol
12propanediol_042215	10	E3	12PD2-8_3	butanol
12propanediol_042215	10	G7	12PD5-9_3	butanol
12propanediol_042215	10	D3	12PD2-8_2	butanol
12propanediol_042215	10	A2	12PD1-4_1	butanol
12propanediol_042215	10	E1	MG1655_5	butanol
12propanediol_042215	10	A4	M9 blank	butanol
12propanediol_042215	10	A6	M9 blank	butanol
12propanediol_042215	10	G2	12PD2-5_1	butanol
12propanediol_042215	10	D7	12PD5-3_3	butanol
12propanediol_042215	10	C5	12PD3-10_3	butanol
12propanediol_042215	10	D2	12PD1-10_1	butanol
12propanediol_042215	10	D10	12PD7-7_3	butanol
12propanediol_042215	10	G4	12PD3-8_3	butanol
12propanediol_042215	10	H4	12PD3-10_1	butanol
12propanediol_042215	10	E9	12PD7-5_3	butanol
12propanediol_042215	10	H10	12PD8-7_1	butanol
12propanediol_042215	10	E6	12PD4-9_3	butanol
12propanediol_042215	10	C8	12PD6-3_3	butanol
12propanediol_042215	10	G1	12PD1-2_2	butanol
12propanediol_042215	10	D1	MG1655_4	butanol
12propanediol_042215	10	E8	12PD6-6_2	butanol
12propanediol_042215	10	C2	12PD1-4_3	butanol
12propanediol_042215	10	A1	MG1655_1	butanol
12propanediol_042215	10	B10	12PD7-7_1	butanol
12propanediol_042215	10	H7	12PD6-3_1	butanol
12propanediol_042215	10	F10	12PD8-6_2	butanol
12propanediol_042215	10	B6	12PD4-8_3	butanol
12propanediol_042215	10	B5	12PD3-10_2	butanol
12propanediol_042215	10	F1	12PD1-2_1	butanol
12propanediol_042215	10	A7	M9 blank	butanol
12propanediol_042215	10	G10	12PD8-6_3	butanol
12propanediol_042215	10	E7	12PD5-9_1	butanol
12propanediol_042215	10	C11	12PD8-7_3	butanol
12propanediol_042215	10	C7	12PD5-3_2	butanol
12propanediol_042215	10	H8	12PD6-9_2	butanol
12propanediol_042215	10	A10	M9 blank	butanol
12propanediol_042215	10	C9	12PD7-5_1	butanol
12propanediol_042215	10	H3	12PD2-9_3	butanol
12propanediol_042215	10	B11	12PD8-7_2	butanol
12propanediol_042215	10	D11	12PD8-10_1	butanol
12propanediol_042215	10	A11	M9 blank	butanol
12propanediol_042215	10	G5	12PD4-8_1	butanol
12propanediol_042215	10	A9	M9 blank	butanol
12propanediol_042215	10	E11	12PD8-10_2	butanol
12propanediol_042215	10	C6	12PD4-9_1	butanol
12propanediol_042215	10	E10	12PD8-6_1	butanol
12propanediol_042215	10	A12	M9 blank	butanol
12propanediol_042215	10	D8	12PD6-6_1	butanol
12propanediol_042215	10	F11	12PD8-10_3	butanol
12propanediol_042215	10	B3	12PD2-5_3	butanol
12propanediol_042215	10	G11	M9 blank	butanol
12propanediol_042215	10	C10	12PD7-7_2	butanol
12propanediol_042215	10	G3	12PD2-9_2	butanol
12propanediol_042215	10	F6	12PD5-1_1	butanol
12propanediol_042215	10	G9	12PD7-6_2	butanol
12propanediol_042215	10	C3	12PD2-8_1	butanol
12propanediol_042215	10	H12	M9 blank	butanol
12propanediol_042215	10	C4	12PD3-7_2	butanol
12propanediol_042215	10	B7	12PD5-3_1	butanol
12propanediol_042215	10	D6	12PD4-9_2	butanol
12propanediol_042215	10	C12	M9 blank	butanol
12propanediol_042215	10	F5	12PD4-6_3	butanol
12propanediol_042215	10	F2	12PD1-10_3	butanol
12propanediol_042215	10	F7	12PD5-9_2	butanol
12propanediol_042215	10	B9	12PD6-9_3	butanol
12propanediol_042215	10	E12	M9 blank	butanol
12propanediol_042215	10	B12	M9 blank	butanol
12propanediol_042215	10	B1	MG1655_2	butanol
12propanediol_042215	10	G8	12PD6-9_1	butanol
12propanediol_042215	10	H2	12PD2-5_2	butanol
12propanediol_042215	10	B8	12PD6-3_2	butanol
12propanediol_042215	10	B4	12PD3-7_1	butanol
12propanediol_042215	10	H5	12PD4-8_2	butanol
12propanediol_042215	10	D5	12PD4-6_1	butanol
12propanediol_042215	10	A8	M9 blank	butanol
12propanediol_042215	10	A3	M9 blank	butanol
12propanediol_042215	10	E5	12PD4-6_2	butanol
12propanediol_042215	10	C1	MG1655_3	butanol
12propanediol_042215	10	D12	M9 blank	butanol
12propanediol_042215	10	E4	12PD3-8_1	butanol
12propanediol_042215	10	F3	12PD2-9_1	butanol
12propanediol_042215	10	F8	12PD6-6_3	butanol
12propanediol_042215	10	D4	12PD3-7_3	butanol
12propanediol_042215	10	B2	12PD1-4_2	butanol
12propanediol_042215	10	A5	M9 blank	butanol
12propanediol_042215	10	F4	12PD3-8_2	butanol
12propanediol_042215	10	D9	12PD7-5_2	butanol
12propanediol_042215	10	F9	12PD7-6_1	butanol
12propanediol_042215	10	E2	12PD1-10_2	butanol
12propanediol_042215	10	H11	M9 blank	butanol
12propanediol_042215	10	H1	12PD1-2_3	butanol
12propanediol_042215	11	H9	12PD7-6_3	butanol
12propanediol_042215	11	G6	12PD5-1_2	butanol
12propanediol_042215	11	F12	M9 blank	butanol
12propanediol_042215	11	G12	M9 blank	butanol
12propanediol_042215	11	H6	12PD5-1_3	butanol
12propanediol_042215	11	E3	12PD2-8_3	butanol
12propanediol_042215	11	G7	12PD5-9_3	butanol
12propanediol_042215	11	D3	12PD2-8_2	butanol
12propanediol_042215	11	A2	12PD1-4_1	butanol
12propanediol_042215	11	E1	MG1655_5	butanol
12propanediol_042215	11	A4	M9 blank	butanol
12propanediol_042215	11	A6	M9 blank	butanol
12propanediol_042215	11	G2	12PD2-5_1	butanol
12propanediol_042215	11	D7	12PD5-3_3	butanol
12propanediol_042215	11	C5	12PD3-10_3	butanol
12propanediol_042215	11	D2	12PD1-10_1	butanol
12propanediol_042215	11	D10	12PD7-7_3	butanol
12propanediol_042215	11	G4	12PD3-8_3	butanol
12propanediol_042215	11	H4	12PD3-10_1	butanol
12propanediol_042215	11	E9	12PD7-5_3	butanol
12propanediol_042215	11	H10	12PD8-7_1	butanol
12propanediol_042215	11	E6	12PD4-9_3	butanol
12propanediol_042215	11	C8	12PD6-3_3	butanol
12propanediol_042215	11	G1	12PD1-2_2	butanol
12propanediol_042215	11	D1	MG1655_4	butanol
12propanediol_042215	11	E8	12PD6-6_2	butanol
12propanediol_042215	11	C2	12PD1-4_3	butanol
12propanediol_042215	11	A1	MG1655_1	butanol
12propanediol_042215	11	B10	12PD7-7_1	butanol
12propanediol_042215	11	H7	12PD6-3_1	butanol
12propanediol_042215	11	F10	12PD8-6_2	butanol
12propanediol_042215	11	B6	12PD4-8_3	butanol
12propanediol_042215	11	B5	12PD3-10_2	butanol
12propanediol_042215	11	F1	12PD1-2_1	butanol
12propanediol_042215	11	A7	M9 blank	butanol
12propanediol_042215	11	G10	12PD8-6_3	butanol
12propanediol_042215	11	E7	12PD5-9_1	butanol
12propanediol_042215	11	C11	12PD8-7_3	butanol
12propanediol_042215	11	C7	12PD5-3_2	butanol
12propanediol_042215	11	H8	12PD6-9_2	butanol
12propanediol_042215	11	A10	M9 blank	butanol
12propanediol_042215	11	C9	12PD7-5_1	butanol
12propanediol_042215	11	H3	12PD2-9_3	butanol
12propanediol_042215	11	B11	12PD8-7_2	butanol
12propanediol_042215	11	D11	12PD8-10_1	butanol
12propanediol_042215	11	A11	M9 blank	butanol
12propanediol_042215	11	G5	12PD4-8_1	butanol
12propanediol_042215	11	A9	M9 blank	butanol
12propanediol_042215	11	E11	12PD8-10_2	butanol
12propanediol_042215	11	C6	12PD4-9_1	butanol
12propanediol_042215	11	E10	12PD8-6_1	butanol
12propanediol_042215	11	A12	M9 blank	butanol
12propanediol_042215	11	D8	12PD6-6_1	butanol
12propanediol_042215	11	F11	12PD8-10_3	butanol
12propanediol_042215	11	B3	12PD2-5_3	butanol
12propanediol_042215	11	G11	M9 blank	butanol
12propanediol_042215	11	C10	12PD7-7_2	butanol
12propanediol_042215	11	G3	12PD2-9_2	butanol
12propanediol_042215	11	F6	12PD5-1_1	butanol
12propanediol_042215	11	G9	12PD7-6_2	butanol
12propanediol_042215	11	C3	12PD2-8_1	butanol
12propanediol_042215	11	H12	M9 blank	butanol
12propanediol_042215	11	C4	12PD3-7_2	butanol
12propanediol_042215	11	B7	12PD5-3_1	butanol
12propanediol_042215	11	D6	12PD4-9_2	butanol
12propanediol_042215	11	C12	M9 blank	butanol
12propanediol_042215	11	F5	12PD4-6_3	butanol
12propanediol_042215	11	F2	12PD1-10_3	butanol
12propanediol_042215	11	F7	12PD5-9_2	butanol
12propanediol_042215	11	B9	12PD6-9_3	butanol
12propanediol_042215	11	E12	M9 blank	butanol
12propanediol_042215	11	B12	M9 blank	butanol
12propanediol_042215	11	B1	MG1655_2	butanol
12propanediol_042215	11	G8	12PD6-9_1	butanol
12propanediol_042215	11	H2	12PD2-5_2	butanol
12propanediol_042215	11	B8	12PD6-3_2	butanol
12propanediol_042215	11	B4	12PD3-7_1	butanol
12propanediol_042215	11	H5	12PD4-8_2	butanol
12propanediol_042215	11	D5	12PD4-6_1	butanol
12propanediol_042215	11	A8	M9 blank	butanol
12propanediol_042215	11	A3	M9 blank	butanol
12propanediol_042215	11	E5	12PD4-6_2	butanol
12propanediol_042215	11	C1	MG1655_3	butanol
12propanediol_042215	11	D12	M9 blank	butanol
12propanediol_042215	11	E4	12PD3-8_1	butanol
12propanediol_042215	11	F3	12PD2-9_1	butanol
12propanediol_042215	11	F8	12PD6-6_3	butanol
12propanediol_042215	11	D4	12PD3-7_3	butanol
12propanediol_042215	11	B2	12PD1-4_2	butanol
12propanediol_042215	11	A5	M9 blank	butanol
12propanediol_042215	11	F4	12PD3-8_2	butanol
12propanediol_042215	11	D9	12PD7-5_2	butanol
12propanediol_042215	11	F9	12PD7-6_1	butanol
12propanediol_042215	11	E2	12PD1-10_2	butanol
12propanediol_042215	11	H11	M9 blank	butanol
12propanediol_042215	11	H1	12PD1-2_3	butanol
12propanediol_042215	12	H9	12PD7-6_3	butanol
12propanediol_042215	12	G6	12PD5-1_2	butanol
12propanediol_042215	12	F12	M9 blank	butanol
12propanediol_042215	12	G12	M9 blank	butanol
12propanediol_042215	12	H6	12PD5-1_3	butanol
12propanediol_042215	12	E3	12PD2-8_3	butanol
12propanediol_042215	12	G7	12PD5-9_3	butanol
12propanediol_042215	12	D3	12PD2-8_2	butanol
12propanediol_042215	12	A2	12PD1-4_1	butanol
12propanediol_042215	12	E1	MG1655_5	butanol
12propanediol_042215	12	A4	M9 blank	butanol
12propanediol_042215	12	A6	M9 blank	butanol
12propanediol_042215	12	G2	12PD2-5_1	butanol
12propanediol_042215	12	D7	12PD5-3_3	butanol
12propanediol_042215	12	C5	12PD3-10_3	butanol
12propanediol_042215	12	D2	12PD1-10_1	butanol
12propanediol_042215	12	D10	12PD7-7_3	butanol
12propanediol_042215	12	G4	12PD3-8_3	butanol
12propanediol_042215	12	H4	12PD3-10_1	butanol
12propanediol_042215	12	E9	12PD7-5_3	butanol
12propanediol_042215	12	H10	12PD8-7_1	butanol
12propanediol_042215	12	E6	12PD4-9_3	butanol
12propanediol_042215	12	C8	12PD6-3_3	butanol
12propanediol_042215	12	G1	12PD1-2_2	butanol
12propanediol_042215	12	D1	MG1655_4	butanol
12propanediol_042215	12	E8	12PD6-6_2	butanol
12propanediol_042215	12	C2	12PD1-4_3	butanol
12propanediol_042215	12	A1	MG1655_1	butanol
12propanediol_042215	12	B10	12PD7-7_1	butanol
12propanediol_042215	12	H7	12PD6-3_1	butanol
12propanediol_042215	12	F10	12PD8-6_2	butanol
12propanediol_042215	12	B6	12PD4-8_3	butanol
12propanediol_042215	12	B5	12PD3-10_2	butanol
12propanediol_042215	12	F1	12PD1-2_1	butanol
12propanediol_042215	12	A7	M9 blank	butanol
12propanediol_042215	12	G10	12PD8-6_3	butanol
12propanediol_042215	12	E7	12PD5-9_1	butanol
12propanediol_042215	12	C11	12PD8-7_3	butanol
12propanediol_042215	12	C7	12PD5-3_2	butanol
12propanediol_042215	12	H8	12PD6-9_2	butanol
12propanediol_042215	12	A10	M9 blank	butanol
12propanediol_042215	12	C9	12PD7-5_1	butanol
12propanediol_042215	12	H3	12PD2-9_3	butanol
12propanediol_042215	12	B11	12PD8-7_2	butanol
12propanediol_042215	12	D11	12PD8-10_1	butanol
12propanediol_042215	12	A11	M9 blank	butanol
12propanediol_042215	12	G5	12PD4-8_1	butanol
12propanediol_042215	12	A9	M9 blank	butanol
12propanediol_042215	12	E11	12PD8-10_2	butanol
12propanediol_042215	12	C6	12PD4-9_1	butanol
12propanediol_042215	12	E10	12PD8-6_1	butanol
12propanediol_042215	12	A12	M9 blank	butanol
12propanediol_042215	12	D8	12PD6-6_1	butanol
12propanediol_042215	12	F11	12PD8-10_3	butanol
12propanediol_042215	12	B3	12PD2-5_3	butanol
12propanediol_042215	12	G11	M9 blank	butanol
12propanediol_042215	12	C10	12PD7-7_2	butanol
12propanediol_042215	12	G3	12PD2-9_2	butanol
12propanediol_042215	12	F6	12PD5-1_1	butanol
12propanediol_042215	12	G9	12PD7-6_2	butanol
12propanediol_042215	12	C3	12PD2-8_1	butanol
12propanediol_042215	12	H12	M9 blank	butanol
12propanediol_042215	12	C4	12PD3-7_2	butanol
12propanediol_042215	12	B7	12PD5-3_1	butanol
12propanediol_042215	12	D6	12PD4-9_2	butanol
12propanediol_042215	12	C12	M9 blank	butanol
12propanediol_042215	12	F5	12PD4-6_3	butanol
12propanediol_042215	12	F2	12PD1-10_3	butanol
12propanediol_042215	12	F7	12PD5-9_2	butanol
12propanediol_042215	12	B9	12PD6-9_3	butanol
12propanediol_042215	12	E12	M9 blank	butanol
12propanediol_042215	12	B12	M9 blank	butanol
12propanediol_042215	12	B1	MG1655_2	butanol
12propanediol_042215	12	G8	12PD6-9_1	butanol
12propanediol_042215	12	H2	12PD2-5_2	butanol
12propanediol_042215	12	B8	12PD6-3_2	butanol
12propanediol_042215	12	B4	12PD3-7_1	butanol
12propanediol_042215	12	H5	12PD4-8_2	butanol
12propanediol_042215	12	D5	12PD4-6_1	butanol
12propanediol_042215	12	A8	M9 blank	butanol
12propanediol_042215	12	A3	M9 blank	butanol
12propanediol_042215	12	E5	12PD4-6_2	butanol
12propanediol_042215	12	C1	MG1655_3	butanol
12propanediol_042215	12	D12	M9 blank	butanol
12propanediol_042215	12	E4	12PD3-8_1	butanol
12propanediol_042215	12	F3	12PD2-9_1	butanol
12propanediol_042215	12	F8	12PD6-6_3	butanol
12propanediol_042215	12	D4	12PD3-7_3	butanol
12propanediol_042215	12	B2	12PD1-4_2	butanol
12propanediol_042215	12	A5	M9 blank	butanol
12propanediol_042215	12	F4	12PD3-8_2	butanol
